name,p_nom_max,weight,p_nom,capital_cost,carrier,marginal_cost,p_nom_extendable,bus,efficiency,control,p_nom_opt,type,strength,dE,country,p_nom_min,p_min_pu,p_max_pu,p_set,q_set,sign,committable,start_up_cost,shut_down_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down
ES0 1 retrofitting ambitious residential urban decentral,3120.665563400164,,0.0,481496.8080204282,retrofitting,0.009045093475850337,True,ES0 1 residential urban decentral heat,1.0,PQ,5.401434943404862e-06,residential urban decentral, retrofitting ambitious,0.23120377122490307,ES,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
ES0 1 retrofitting moderate services urban decentral,4917.817694180026,,0.0,163783.24328017203,retrofitting,0.009411737746673234,True,ES0 1 services urban decentral heat,1.0,PQ,4917.810145419579,services urban decentral, retrofitting moderate,0.7173302824073293,ES,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
ES0 1 retrofitting ambitious services urban decentral,1593.0951236833516,,0.0,219648.6932035797,retrofitting,0.010286981812852612,True,ES0 1 services urban decentral heat,1.0,PQ,0.0009405098444190646,services urban decentral, retrofitting ambitious,0.23237448926297766,ES,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
ES3 0 retrofitting moderate residential rural,40.5679853293715,,0.0,145176.60134320118,retrofitting,0.01082492381938651,True,ES3 0 residential rural heat,1.0,PQ,4.8411067246856014e-05,residential rural, retrofitting moderate,0.7087076983604688,ES,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
ES3 0 retrofitting ambitious residential rural,13.234611703592034,,0.0,180201.7679725526,retrofitting,0.00907233631906455,True,ES3 0 residential rural heat,1.0,PQ,2.1621845241782716e-05,residential rural, retrofitting ambitious,0.23120377122490307,ES,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
ES3 0 retrofitting moderate services rural,20.855494030370103,,0.0,61298.66560413005,retrofitting,0.010822278893243588,True,ES3 0 services rural heat,1.0,PQ,20.853784020992034,services rural, retrofitting moderate,0.7173302824073293,ES,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
ES3 0 retrofitting ambitious services rural,6.756001931732772,,0.0,82207.26080041175,retrofitting,0.0103810523394603,True,ES3 0 services rural heat,1.0,PQ,6.748325863632687,services rural, retrofitting ambitious,0.23237448926297766,ES,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
ES3 0 retrofitting moderate residential urban decentral,850.15658796112,,0.0,145176.60134320118,retrofitting,0.009347135645824888,True,ES3 0 residential urban decentral heat,1.0,PQ,0.00015001467988757524,residential urban decentral, retrofitting moderate,0.7087076983604688,ES,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
ES3 0 retrofitting ambitious residential urban decentral,277.3490533869315,,0.0,180201.76797255262,retrofitting,0.00943663243405094,True,ES3 0 residential urban decentral heat,1.0,PQ,3.0547188378617193e-05,residential urban decentral, retrofitting ambitious,0.23120377122490307,ES,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
ES3 0 retrofitting moderate services urban decentral,437.0548722385283,,0.0,61298.66560413007,retrofitting,0.009631896480055085,True,ES3 0 services urban decentral heat,1.0,PQ,437.05061505728014,services urban decentral, retrofitting moderate,0.7173302824073293,ES,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
ES3 0 retrofitting ambitious services urban decentral,141.58108922363024,,0.0,82207.26080041175,retrofitting,0.009244622135801194,True,ES3 0 services urban decentral heat,1.0,PQ,141.57623069287627,services urban decentral, retrofitting ambitious,0.23237448926297766,ES,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FI6 0 retrofitting moderate residential rural,1614.2895983717024,,0.0,312710.1223671793,retrofitting,0.01078500231171102,True,FI6 0 residential rural heat,1.0,PQ,1.5643358451355165e-05,residential rural, retrofitting moderate,0.5655499014270857,FI,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FI6 0 retrofitting ambitious residential rural,35.6256145254043,,0.0,327908.1699077913,retrofitting,0.009491498582183367,True,FI6 0 residential rural heat,1.0,PQ,0.00025049697262860885,residential rural, retrofitting ambitious,0.012481070808759875,FI,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FI6 0 retrofitting moderate services rural,897.3778286786705,,0.0,233952.79707192729,retrofitting,0.010288998708913803,True,FI6 0 services rural heat,1.0,PQ,6.41526966933989e-05,services rural, retrofitting moderate,0.5887238170880141,FI,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FI6 0 retrofitting ambitious services rural,16.031226655174752,,0.0,245771.4675785873,retrofitting,0.010904660726483557,True,FI6 0 services rural heat,1.0,PQ,5.721035848103389e-05,services rural, retrofitting ambitious,0.010517270036562387,FI,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FI6 0 retrofitting moderate residential urban decentral,4311.3887422754815,,0.0,312710.1223671793,retrofitting,0.009763301889674027,True,FI6 0 residential urban decentral heat,1.0,PQ,0.0025771598335162906,residential urban decentral, retrofitting moderate,0.5655499014270857,FI,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FI6 0 retrofitting ambitious residential urban decentral,95.14765724588865,,0.0,327908.16990779137,retrofitting,0.009230205149974491,True,FI6 0 residential urban decentral heat,1.0,PQ,3.131032679640678e-05,residential urban decentral, retrofitting ambitious,0.012481070808759875,FI,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FI6 0 retrofitting moderate services urban decentral,2396.685620743238,,0.0,233952.79707192734,retrofitting,0.00977244259456298,True,FI6 0 services urban decentral heat,1.0,PQ,2396.670191288802,services urban decentral, retrofitting moderate,0.5887238170880141,FI,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FI6 0 retrofitting ambitious services urban decentral,42.81564484817573,,0.0,245771.46757858727,retrofitting,0.010663318746065149,True,FI6 0 services urban decentral heat,1.0,PQ,42.810497791353484,services urban decentral, retrofitting ambitious,0.010517270036562387,FI,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FI6 0 retrofitting moderate urban central,6495.733101811032,,0.0,247556.1756075487,retrofitting,0.009379344002782985,True,FI6 0 urban central heat,1.0,PQ,2.5409993549685663e-05,urban central, retrofitting moderate,0.5733789712871916,FI,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FI6 0 retrofitting ambitious urban central,133.88023413974344,,0.0,259783.4737223673,retrofitting,0.010789484098374968,True,FI6 0 urban central heat,1.0,PQ,1.9484985638633717e-05,urban central, retrofitting ambitious,0.011817620847958232,FI,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 0 retrofitting moderate residential rural,6394.654317628361,,0.0,156871.37229956943,retrofitting,0.010468034305911547,True,FR0 0 residential rural heat,1.0,PQ,6394.632019612756,residential rural, retrofitting moderate,0.48440061451240335,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 0 retrofitting ambitious residential rural,4113.871515519071,,0.0,168657.3677222018,retrofitting,0.009635300121175524,True,FR0 0 residential rural heat,1.0,PQ,4113.853805164175,residential rural, retrofitting ambitious,0.3116293377499696,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 0 retrofitting moderate services rural,4049.9369025772785,,0.0,116722.13540230856,retrofitting,0.010650729575979446,True,FR0 0 services rural heat,1.0,PQ,4049.931644696237,services rural, retrofitting moderate,0.6171795266080621,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 0 retrofitting ambitious services rural,1673.1644376367967,,0.0,143098.310173154,retrofitting,0.01032151719397509,True,FR0 0 services rural heat,1.0,PQ,1673.1565511406893,services rural, retrofitting ambitious,0.25497751209431796,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 0 retrofitting moderate residential urban decentral,7455.754259057703,,0.0,156871.37229956943,retrofitting,0.00928762683818518,True,FR0 0 residential urban decentral heat,1.0,PQ,7455.753247612581,residential urban decentral, retrofitting moderate,0.48440061451240335,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 0 retrofitting ambitious residential urban decentral,4796.508700789797,,0.0,168657.36772220183,retrofitting,0.010080197147195036,True,FR0 0 residential urban decentral heat,1.0,PQ,4796.501803319911,residential urban decentral, retrofitting ambitious,0.3116293377499696,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 0 retrofitting moderate services urban decentral,4721.965068082726,,0.0,116722.13540230859,retrofitting,0.010258649319808197,True,FR0 0 services urban decentral heat,1.0,PQ,4721.963203407415,services urban decentral, retrofitting moderate,0.6171795266080621,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 0 retrofitting ambitious services urban decentral,1950.8017575907106,,0.0,143098.31017315402,retrofitting,0.00979829522288857,True,FR0 0 services urban decentral heat,1.0,PQ,1950.7959419483786,services urban decentral, retrofitting ambitious,0.25497751209431796,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 0 retrofitting moderate urban central,730.4366695427415,,0.0,123435.44623948628,retrofitting,0.010284057081945857,True,FR0 0 urban central heat,1.0,PQ,2.4259407354370222e-05,urban central, retrofitting moderate,0.5291408786344001,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 0 retrofitting ambitious urban central,405.4925972343104,,0.0,140126.75939289146,retrofitting,0.009274650110834563,True,FR0 0 urban central heat,1.0,PQ,1.8684214047942327e-05,urban central, retrofitting ambitious,0.29374580730541044,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 1 retrofitting moderate residential rural,1543.2288836827647,,0.0,162264.2517025155,retrofitting,0.010217033561151239,True,FR0 1 residential rural heat,1.0,PQ,1543.2191032057533,residential rural, retrofitting moderate,0.48440061451240335,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 1 retrofitting ambitious residential rural,992.805088620239,,0.0,174455.42272236614,retrofitting,0.010254434954858407,True,FR0 1 residential rural heat,1.0,PQ,992.7793363521533,residential rural, retrofitting ambitious,0.3116293377499696,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 1 retrofitting moderate services rural,1014.7084224988687,,0.0,116292.75052207273,retrofitting,0.009270694658157894,True,FR0 1 services rural heat,1.0,PQ,1014.7049184702008,services rural, retrofitting moderate,0.6171795266080621,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 1 retrofitting ambitious services rural,419.2099995472077,,0.0,142571.89544844162,retrofitting,0.010536169952818331,True,FR0 1 services rural heat,1.0,PQ,419.20532528817876,services rural, retrofitting ambitious,0.25497751209431796,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 1 retrofitting moderate residential urban decentral,24471.4679377318,,0.0,162264.25170251547,retrofitting,0.009081577794949388,True,FR0 1 residential urban decentral heat,1.0,PQ,24471.46639675431,residential urban decentral, retrofitting moderate,0.48440061451240335,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 1 retrofitting ambitious residential urban decentral,15743.223932284474,,0.0,174455.42272236614,retrofitting,0.010038185987980567,True,FR0 1 residential urban decentral heat,1.0,PQ,15743.207405516283,residential urban decentral, retrofitting ambitious,0.3116293377499696,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 1 retrofitting moderate services urban decentral,16090.55201718993,,0.0,116292.75052207276,retrofitting,0.009536866516668659,True,FR0 1 services urban decentral heat,1.0,PQ,16090.549471283393,services urban decentral, retrofitting moderate,0.6171795266080621,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 1 retrofitting ambitious services urban decentral,6647.545397552895,,0.0,142571.89544844165,retrofitting,0.009305659928475107,True,FR0 1 services urban decentral heat,1.0,PQ,6647.539320599363,services urban decentral, retrofitting ambitious,0.25497751209431796,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 1 retrofitting moderate urban central,2463.859716040553,,0.0,124666.21181285246,retrofitting,0.010315987428586314,True,FR0 1 urban central heat,1.0,PQ,2.309696972083184e-05,urban central, retrofitting moderate,0.5291408786344001,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 1 retrofitting ambitious urban central,1367.7802842287526,,0.0,141523.95279739803,retrofitting,0.010624270904419357,True,FR0 1 urban central heat,1.0,PQ,1.7932078313470235e-05,urban central, retrofitting ambitious,0.29374580730541044,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 2 retrofitting moderate residential rural,2483.521872353782,,0.0,179192.1130105395,retrofitting,0.009676195976459554,True,FR0 2 residential rural heat,1.0,PQ,2483.5091268640017,residential rural, retrofitting moderate,0.48440061451240335,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 2 retrofitting ambitious residential rural,1597.7235643026966,,0.0,192655.10114377865,retrofitting,0.009883291723117228,True,FR0 2 residential rural heat,1.0,PQ,1597.6149414755218,residential rural, retrofitting ambitious,0.3116293377499696,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 2 retrofitting moderate services rural,1632.9500589724687,,0.0,128426.5128130863,retrofitting,0.009166100514961105,True,FR0 2 services rural heat,1.0,PQ,1632.9470633808724,services rural, retrofitting moderate,0.6171795266080621,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 2 retrofitting ambitious services rural,674.6263047631545,,0.0,157447.5732614131,retrofitting,0.009874892770269863,True,FR0 2 services rural heat,1.0,PQ,674.6211153645712,services rural, retrofitting ambitious,0.25497751209431796,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 2 retrofitting moderate residential urban decentral,11413.720568558476,,0.0,179192.11301053956,retrofitting,0.009162222423038196,True,FR0 2 residential urban decentral heat,1.0,PQ,11413.718583889098,residential urban decentral, retrofitting moderate,0.48440061451240335,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 2 retrofitting ambitious residential urban decentral,7342.786271283744,,0.0,192655.1011437787,retrofitting,0.010874114316820616,True,FR0 2 residential urban decentral heat,1.0,PQ,7342.783844150657,residential urban decentral, retrofitting ambitious,0.3116293377499696,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 2 retrofitting moderate services urban decentral,7504.679496886599,,0.0,128426.51281308632,retrofitting,0.010635944608816738,True,FR0 2 services urban decentral heat,1.0,PQ,7504.67850626873,services urban decentral, retrofitting moderate,0.6171795266080621,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 2 retrofitting ambitious services urban decentral,3100.434192459142,,0.0,157447.57326141314,retrofitting,0.010027930323089716,True,FR0 2 services urban decentral heat,1.0,PQ,3100.431749523403,services urban decentral, retrofitting ambitious,0.25497751209431796,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 2 retrofitting moderate urban central,1135.6193055242402,,0.0,137672.3886226138,retrofitting,0.010745694429447013,True,FR0 2 urban central heat,1.0,PQ,3.163964488927815e-05,urban central, retrofitting moderate,0.5291408786344001,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 2 retrofitting ambitious urban central,630.4245677516643,,0.0,156288.86404426012,retrofitting,0.009148561561608069,True,FR0 2 urban central heat,1.0,PQ,2.206402247995838e-05,urban central, retrofitting ambitious,0.29374580730541044,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 3 retrofitting moderate residential rural,1750.7591688928092,,0.0,162143.07261893983,retrofitting,0.009680592129353531,True,FR0 3 residential rural heat,1.0,PQ,1750.7133705719866,residential rural, retrofitting moderate,0.48440061451240335,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 3 retrofitting ambitious residential rural,1126.31550005555,,0.0,174325.1392617241,retrofitting,0.009952309566828485,True,FR0 3 residential rural heat,1.0,PQ,0.0002333219474572834,residential rural, retrofitting ambitious,0.3116293377499696,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 3 retrofitting moderate services rural,1151.1831493177258,,0.0,116204.00528034988,retrofitting,0.009617468640074123,True,FR0 3 services rural heat,1.0,PQ,1151.1724322872637,services rural, retrofitting moderate,0.6171795266080621,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 3 retrofitting ambitious services rural,475.59227538073884,,0.0,142463.09608418494,retrofitting,0.009916266136193286,True,FR0 3 services rural heat,1.0,PQ,475.55669576363545,services rural, retrofitting ambitious,0.25497751209431796,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 3 retrofitting moderate residential urban decentral,9685.322736540593,,0.0,162143.07261893983,retrofitting,0.009122501382776425,True,FR0 3 residential urban decentral heat,1.0,PQ,9685.308777446287,residential urban decentral, retrofitting moderate,0.48440061451240335,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 3 retrofitting ambitious residential urban decentral,6230.856485021211,,0.0,174325.13926172414,retrofitting,0.00928078254413769,True,FR0 3 residential urban decentral heat,1.0,PQ,6230.837673610262,residential urban decentral, retrofitting ambitious,0.3116293377499696,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 3 retrofitting moderate services urban decentral,6368.426068024214,,0.0,116204.00528034985,retrofitting,0.010795590216867688,True,FR0 3 services urban decentral heat,1.0,PQ,6368.422018253029,services urban decentral, retrofitting moderate,0.6171795266080621,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 3 retrofitting ambitious services urban decentral,2631.009884118542,,0.0,142463.09608418494,retrofitting,0.009490393558893192,True,FR0 3 services urban decentral heat,1.0,PQ,2630.9967760279646,services urban decentral, retrofitting ambitious,0.25497751209431796,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 3 retrofitting moderate urban central,946.5728962109466,,0.0,124572.4184805618,retrofitting,0.0105389976917969,True,FR0 3 urban central heat,1.0,PQ,3.271685429883912e-05,urban central, retrofitting moderate,0.5291408786344001,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 3 retrofitting ambitious urban central,525.4778657216913,,0.0,141417.4764479623,retrofitting,0.010551698830250476,True,FR0 3 urban central heat,1.0,PQ,2.3257926430149366e-05,urban central, retrofitting ambitious,0.29374580730541044,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 4 retrofitting moderate residential rural,3041.8114942666075,,0.0,175041.36284021274,retrofitting,0.010917898768423237,True,FR0 4 residential rural heat,1.0,PQ,3041.798674473047,residential rural, retrofitting moderate,0.48440061451240335,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 4 retrofitting ambitious residential rural,1956.8879004679222,,0.0,188192.49851885272,retrofitting,0.010157264550464352,True,FR0 4 residential rural heat,1.0,PQ,1956.8798299990328,residential rural, retrofitting ambitious,0.3116293377499696,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 4 retrofitting moderate services rural,2000.0431088012008,,0.0,125451.06118309833,retrofitting,0.010761174283527651,True,FR0 4 services rural heat,1.0,PQ,2000.037129597661,services rural, retrofitting moderate,0.6171795266080621,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 4 retrofitting ambitious services rural,826.2847258823084,,0.0,153799.7467477387,retrofitting,0.010103936837536593,True,FR0 4 services rural heat,1.0,PQ,826.2806488969359,services rural, retrofitting ambitious,0.25497751209431796,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 4 retrofitting moderate residential urban decentral,5236.245887878903,,0.0,175041.36284021277,retrofitting,0.00927745690614918,True,FR0 4 residential urban decentral heat,1.0,PQ,5236.242432982791,residential urban decentral, retrofitting moderate,0.48440061451240335,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 4 retrofitting ambitious residential urban decentral,3368.6328824711304,,0.0,188192.49851885272,retrofitting,0.009236783748287519,True,FR0 4 residential urban decentral heat,1.0,PQ,3368.6298233190423,residential urban decentral, retrofitting ambitious,0.3116293377499696,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 4 retrofitting moderate services urban decentral,3442.921273649088,,0.0,125451.06118309835,retrofitting,0.010339854497221902,True,FR0 4 services urban decentral heat,1.0,PQ,3442.919921572665,services urban decentral, retrofitting moderate,0.6171795266080621,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 4 retrofitting ambitious services urban decentral,1422.3859717387093,,0.0,153799.7467477387,retrofitting,0.009206588784149894,True,FR0 4 services urban decentral heat,1.0,PQ,1422.382450787362,services urban decentral, retrofitting ambitious,0.25497751209431796,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 4 retrofitting moderate urban central,531.3645497488445,,0.0,134483.16215714006,retrofitting,0.010059688471468875,True,FR0 4 urban central heat,1.0,PQ,1.888523590342881e-05,urban central, retrofitting moderate,0.5291408786344001,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
FR0 4 retrofitting ambitious urban central,294.9802499521021,,0.0,152668.38076176913,retrofitting,0.009696442072267103,True,FR0 4 urban central heat,1.0,PQ,1.505568526875809e-05,urban central, retrofitting ambitious,0.29374580730541044,FR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB2 0 retrofitting moderate residential rural,1122.374569469945,,0.0,329459.1503439493,retrofitting,0.009165579843009803,True,GB2 0 residential rural heat,1.0,PQ,9.907839335417207e-06,residential rural, retrofitting moderate,0.5636967360895588,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB2 0 retrofitting ambitious residential rural,463.44408468141427,,0.0,382337.407167813,retrofitting,0.009109261927009338,True,GB2 0 residential rural heat,1.0,PQ,7.102829193933829e-06,residential rural, retrofitting ambitious,0.2327582297399174,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB2 0 retrofitting moderate services rural,399.0391221412203,,0.0,225133.00839337544,retrofitting,0.009981023742414242,True,GB2 0 services rural heat,1.0,PQ,3.0349029950534278e-05,services rural, retrofitting moderate,0.54322464985286,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB2 0 retrofitting ambitious services rural,185.8477094187812,,0.0,262053.10268344,retrofitting,0.010214529916884013,True,GB2 0 services rural heat,1.0,PQ,1.65170525384738e-05,services rural, retrofitting ambitious,0.2530003983901225,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB2 0 retrofitting moderate residential urban decentral,805.8971923446036,,0.0,329459.1503439493,retrofitting,0.009755436526798004,True,GB2 0 residential urban decentral heat,1.0,PQ,0.0001569043802088952,residential urban decentral, retrofitting moderate,0.5636967360895588,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB2 0 retrofitting ambitious residential urban decentral,332.76616988021283,,0.0,382337.407167813,retrofitting,0.009807491226836164,True,GB2 0 residential urban decentral heat,1.0,PQ,8.264718265181042e-06,residential urban decentral, retrofitting ambitious,0.2327582297399174,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB2 0 retrofitting moderate services urban decentral,286.52155609792266,,0.0,225133.00839337555,retrofitting,0.010218729039419009,True,GB2 0 services urban decentral heat,1.0,PQ,0.00010710777072138712,services urban decentral, retrofitting moderate,0.54322464985286,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB2 0 retrofitting ambitious services urban decentral,133.443995701902,,0.0,262053.10268344005,retrofitting,0.009600114987941223,True,GB2 0 services urban decentral heat,1.0,PQ,2.40297828254067e-05,services urban decentral, retrofitting ambitious,0.2530003983901225,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB2 0 retrofitting moderate urban central,15.089241962375436,,0.0,262753.237797224,retrofitting,0.010961158587880725,True,GB2 0 urban central heat,1.0,PQ,5.810777055966782e-06,urban central, retrofitting moderate,0.5580502978690365,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB2 0 retrofitting ambitious urban central,6.444560401474904,,0.0,304285.1996691542,retrofitting,0.00995524595203999,True,GB2 0 urban central heat,1.0,PQ,4.215919474757078e-06,urban central, retrofitting ambitious,0.23834125403022585,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
