name,p_nom_max,weight,p_nom,capital_cost,carrier,marginal_cost,p_nom_extendable,bus,efficiency,control,p_nom_opt,type,strength,dE,country,p_nom_min,p_min_pu,p_max_pu,p_set,q_set,sign,committable,start_up_cost,shut_down_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down
RO0 0 retrofitting moderate residential rural,9044.336480436385,,0.0,57066.48120130065,retrofitting,0.009858019474553517,True,RO0 0 residential rural heat,1.0,PQ,9044.33596308798,residential rural, retrofitting moderate,0.5770474253830217,RO,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
RO0 0 retrofitting ambitious residential rural,3965.5762740780256,,0.0,76116.37115257334,retrofitting,0.010581163663877288,True,RO0 0 residential rural heat,1.0,PQ,3965.5753234372683,residential rural, retrofitting ambitious,0.2530119908814262,RO,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
RO0 0 retrofitting moderate services rural,1775.7841892533597,,0.0,53564.66263061889,retrofitting,0.01000232566924509,True,RO0 0 services rural heat,1.0,PQ,1775.7837679259576,services rural, retrofitting moderate,0.5626196311578529,RO,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
RO0 0 retrofitting ambitious services rural,881.1720149468757,,0.0,73897.8012878504,retrofitting,0.01069525550476919,True,RO0 0 services rural heat,1.0,PQ,881.1704156620056,services rural, retrofitting ambitious,0.2791807005807844,RO,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
RO0 0 retrofitting moderate residential urban decentral,8698.284323777707,,0.0,57066.481201300645,retrofitting,0.009191465653345521,True,RO0 0 residential urban decentral heat,1.0,PQ,8698.283760899623,residential urban decentral, retrofitting moderate,0.5770474253830217,RO,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
RO0 0 retrofitting ambitious residential urban decentral,3813.846379352462,,0.0,76116.37115257335,retrofitting,0.010227507779209598,True,RO0 0 residential urban decentral heat,1.0,PQ,3813.845578385858,residential urban decentral, retrofitting ambitious,0.2530119908814262,RO,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
RO0 0 retrofitting moderate services urban decentral,1707.839575540596,,0.0,53564.662630618914,retrofitting,0.009371741587577264,True,RO0 0 services urban decentral heat,1.0,PQ,1707.8392967243778,services urban decentral, retrofitting moderate,0.5626196311578529,RO,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
RO0 0 retrofitting ambitious services urban decentral,847.4568301105718,,0.0,73897.80128785042,retrofitting,0.009337296611140368,True,RO0 0 services urban decentral heat,1.0,PQ,847.4564517190369,services urban decentral, retrofitting ambitious,0.2791807005807844,RO,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
RO0 0 retrofitting moderate urban central,3644.091170549242,,0.0,49169.20551326946,retrofitting,0.010759553631862867,True,RO0 0 urban central heat,1.0,PQ,3644.089526167835,urban central, retrofitting moderate,0.5740922423946753,RO,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
RO0 0 retrofitting ambitious urban central,1640.0346655607666,,0.0,65826.4175729804,retrofitting,0.010581921183015609,True,RO0 0 urban central heat,1.0,PQ,17.277538155555515,urban central, retrofitting ambitious,0.25837201504891905,RO,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
RS0 0 retrofitting moderate residential rural,1984.3429339602167,,0.0,120039.15780577844,retrofitting,0.009602273417466299,True,RS0 0 residential rural heat,1.0,PQ,1984.3400114592434,residential rural, retrofitting moderate,0.5272174027351972,RS,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
RS0 0 retrofitting ambitious residential rural,1017.1895751579166,,0.0,142596.39004682848,retrofitting,0.009794829386504125,True,RS0 0 residential rural heat,1.0,PQ,1017.1869817909986,residential rural, retrofitting ambitious,0.27025572884914817,RS,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
RS0 0 retrofitting moderate services rural,506.5963247279129,,0.0,137387.93858507028,retrofitting,0.009694871683173808,True,RS0 0 services rural heat,1.0,PQ,506.5897231778762,services rural, retrofitting moderate,0.5365769789107502,RS,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
RS0 0 retrofitting ambitious services rural,285.98844055580054,,0.0,171598.3605616414,retrofitting,0.010823252537891046,True,RS0 0 services rural heat,1.0,PQ,285.98624094506516,services rural, retrofitting ambitious,0.30291339661661965,RS,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
RS0 0 retrofitting moderate residential urban decentral,1682.2612558969054,,0.0,120039.15780577845,retrofitting,0.010733096733139335,True,RS0 0 residential urban decentral heat,1.0,PQ,1682.2608649850656,residential urban decentral, retrofitting moderate,0.5272174027351972,RS,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
RS0 0 retrofitting ambitious residential urban decentral,862.3401645477389,,0.0,142596.3900468285,retrofitting,0.009166693733380726,True,RS0 0 residential urban decentral heat,1.0,PQ,862.3373114863118,residential urban decentral, retrofitting ambitious,0.27025572884914817,RS,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
RS0 0 retrofitting moderate services urban decentral,429.4758506125339,,0.0,137387.93858507028,retrofitting,0.009429355779652608,True,RS0 0 services urban decentral heat,1.0,PQ,429.47414214933355,services urban decentral, retrofitting moderate,0.5365769789107502,RS,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
RS0 0 retrofitting ambitious services urban decentral,242.4516775541601,,0.0,171598.3605616414,retrofitting,0.009309705152964648,True,RS0 0 services urban decentral heat,1.0,PQ,242.44931714818247,services urban decentral, retrofitting ambitious,0.30291339661661965,RS,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
RS0 0 retrofitting moderate urban central,1782.4603073323594,,0.0,107144.04879548693,retrofitting,0.009564225023620608,True,RS0 0 urban central heat,1.0,PQ,0.00012351625547863277,urban central, retrofitting moderate,0.5345224885013666,RS,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
RS0 0 retrofitting ambitious urban central,918.0498695886824,,0.0,128638.23467590826,retrofitting,0.009241633367490194,True,RS0 0 urban central heat,1.0,PQ,4.176835242229178e-05,urban central, retrofitting ambitious,0.2753039149552281,RS,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SE6 0 retrofitting moderate residential rural,1696.346353903975,,0.0,437601.28836524644,retrofitting,0.010683293014716011,True,SE6 0 residential rural heat,1.0,PQ,2.504856221373286e-06,residential rural, retrofitting moderate,0.5675645564860416,SE,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SE6 0 retrofitting ambitious residential rural,33.840668144698675,,0.0,459529.63042106386,retrofitting,0.01093727878460362,True,SE6 0 residential rural heat,1.0,PQ,6.052308718249538e-06,residential rural, retrofitting ambitious,0.01132243056527621,SE,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SE6 0 retrofitting moderate services rural,745.4168513410242,,0.0,360048.214507112,retrofitting,0.010039850189417547,True,SE6 0 services rural heat,1.0,PQ,1.0252029146789018e-05,services rural, retrofitting moderate,0.5935657227050205,SE,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SE6 0 retrofitting ambitious services rural,11.6301461463538,,0.0,378980.8331757707,retrofitting,0.010930035654712426,True,SE6 0 services rural heat,1.0,PQ,9.064109592372292e-06,services rural, retrofitting ambitious,0.00926093378504439,SE,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SE6 0 retrofitting moderate residential urban decentral,5327.313195929192,,0.0,437601.28836524644,retrofitting,0.009656011699564697,True,SE6 0 residential urban decentral heat,1.0,PQ,0.00010567033616400136,residential urban decentral, retrofitting moderate,0.5675645564860416,SE,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SE6 0 retrofitting ambitious residential urban decentral,106.27537091786563,,0.0,459529.630421064,retrofitting,0.00959689375966885,True,SE6 0 residential urban decentral heat,1.0,PQ,7.958965374801476e-06,residential urban decentral, retrofitting ambitious,0.01132243056527621,SE,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SE6 0 retrofitting moderate services urban decentral,2340.954145052985,,0.0,360048.21450711193,retrofitting,0.010334375651800216,True,SE6 0 services urban decentral heat,1.0,PQ,1.768545437034273e-05,services urban decentral, retrofitting moderate,0.5935657227050205,SE,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SE6 0 retrofitting ambitious services urban decentral,36.52404527734958,,0.0,378980.8331757706,retrofitting,0.010023604094295608,True,SE6 0 services urban decentral heat,1.0,PQ,1.3410215579903443e-05,services urban decentral, retrofitting ambitious,0.00926093378504439,SE,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SE6 0 retrofitting moderate urban central,8641.339118663795,,0.0,365332.0382142948,retrofitting,0.010632200007224521,True,SE6 0 urban central heat,1.0,PQ,1.0023563686884776e-05,urban central, retrofitting moderate,0.5751753474074675,SE,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SE6 0 retrofitting ambitious urban central,161.04064028356646,,0.0,383937.96101019083,retrofitting,0.009272719246518022,True,SE6 0 urban central heat,1.0,PQ,7.218770497942204e-06,urban central, retrofitting ambitious,0.010719010670668383,SE,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SI0 0 retrofitting moderate residential rural,978.8535467295244,,0.0,177172.7771969675,retrofitting,0.010233907926473555,True,SI0 0 residential rural heat,1.0,PQ,978.8461167353189,residential rural, retrofitting moderate,0.4680157044065619,SI,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SI0 0 retrofitting ambitious residential rural,602.3339656861426,,0.0,204279.6655972594,retrofitting,0.010947885515588566,True,SI0 0 residential rural heat,1.0,PQ,602.106690165527,residential rural, retrofitting ambitious,0.28799175952364675,SI,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SI0 0 retrofitting moderate services rural,432.6211507662998,,0.0,248063.11016852758,retrofitting,0.01098842976899382,True,SI0 0 services rural heat,1.0,PQ,6.155318156428418e-05,services rural, retrofitting moderate,0.6819737281093814,SI,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SI0 0 retrofitting ambitious services rural,9.251142863359968,,0.0,274811.28818681155,retrofitting,0.009807346138643277,True,SI0 0 services rural heat,1.0,PQ,2.7324108304018082e-05,services rural, retrofitting ambitious,0.014583282339809156,SI,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SI0 0 retrofitting moderate residential urban decentral,870.5237973956181,,0.0,177172.77719696748,retrofitting,0.009073758680282224,True,SI0 0 residential urban decentral heat,1.0,PQ,870.5212052848503,residential urban decentral, retrofitting moderate,0.4680157044065619,SI,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SI0 0 retrofitting ambitious residential urban decentral,535.6736488940254,,0.0,204279.6655972594,retrofitting,0.009641766192311704,True,SI0 0 residential urban decentral heat,1.0,PQ,535.6683009351724,residential urban decentral, retrofitting ambitious,0.28799175952364675,SI,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SI0 0 retrofitting moderate services urban decentral,384.74295593762105,,0.0,248063.1101685276,retrofitting,0.009103193440873191,True,SI0 0 services urban decentral heat,1.0,PQ,384.73546122292123,services urban decentral, retrofitting moderate,0.6819737281093814,SI,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SI0 0 retrofitting ambitious services urban decentral,8.227318624495702,,0.0,274811.2881868116,retrofitting,0.010666715957702086,True,SI0 0 services urban decentral heat,1.0,PQ,0.008506384600605078,services urban decentral, retrofitting ambitious,0.014583282339809156,SI,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SI0 0 retrofitting moderate urban central,255.38625818217054,,0.0,171749.20648496464,retrofitting,0.010605012563306596,True,SI0 0 urban central heat,1.0,PQ,1.2390237021323506e-05,urban central, retrofitting moderate,0.43690395173868857,SI,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SI0 0 retrofitting ambitious urban central,175.24466663602038,,0.0,192847.00509187728,retrofitting,0.010339020803771918,True,SI0 0 urban central heat,1.0,PQ,1.0388090596332072e-05,urban central, retrofitting ambitious,0.29980112445905954,SI,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SK0 0 retrofitting moderate residential rural,1829.055321294037,,0.0,115674.48769488856,retrofitting,0.009196781547633568,True,SK0 0 residential rural heat,1.0,PQ,1829.0544228710426,residential rural, retrofitting moderate,0.5635676392692022,SK,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SK0 0 retrofitting ambitious residential rural,825.7958174768146,,0.0,137279.97276098296,retrofitting,0.009874786240982845,True,SK0 0 residential rural heat,1.0,PQ,825.7929509601383,residential rural, retrofitting ambitious,0.2544438071148825,SK,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SK0 0 retrofitting moderate services rural,1155.1951636693843,,0.0,44622.448260531884,retrofitting,0.010029140694008537,True,SK0 0 services rural heat,1.0,PQ,1155.1951663728994,services rural, retrofitting moderate,0.4784488517549158,SK,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SK0 0 retrofitting ambitious services rural,801.4849064897357,,0.0,53520.85773343226,retrofitting,0.010873815375008086,True,SK0 0 services rural heat,1.0,PQ,801.4849141062393,services rural, retrofitting ambitious,0.33195216294954877,SK,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SK0 0 retrofitting moderate residential urban decentral,1840.2088949599051,,0.0,115674.48769488855,retrofitting,0.010758821928193727,True,SK0 0 residential urban decentral heat,1.0,PQ,1840.2079646937054,residential urban decentral, retrofitting moderate,0.5635676392692022,SK,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SK0 0 retrofitting ambitious residential urban decentral,830.8315178058112,,0.0,137279.972760983,retrofitting,0.010831197324501765,True,SK0 0 residential urban decentral heat,1.0,PQ,830.8305953388744,residential urban decentral, retrofitting ambitious,0.2544438071148825,SK,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SK0 0 retrofitting moderate services urban decentral,1162.2395401879278,,0.0,44622.448260531884,retrofitting,0.010285461799182822,True,SK0 0 services urban decentral heat,1.0,PQ,1162.2392352188667,services urban decentral, retrofitting moderate,0.4784488517549158,SK,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SK0 0 retrofitting ambitious services urban decentral,806.3723589590738,,0.0,53520.85773343226,retrofitting,0.010772591741748147,True,SK0 0 services urban decentral heat,1.0,PQ,806.3720982209385,services urban decentral, retrofitting ambitious,0.33195216294954877,SK,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SK0 0 retrofitting moderate urban central,1550.3996945000995,,0.0,74735.23360639306,retrofitting,0.00924408028532637,True,SK0 0 urban central heat,1.0,PQ,1550.3959183458905,urban central, retrofitting moderate,0.5409065209314821,SK,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
SK0 0 retrofitting ambitious urban central,788.4580406371582,,0.0,88337.98501144511,retrofitting,0.010220249342905111,True,SK0 0 urban central heat,1.0,PQ,280.76585261400055,urban central, retrofitting ambitious,0.27507880527479744,SK,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
